Gender,Marital Status,State or Province,Product Category
M,M,OR,Vegetables
F,M,OR,Snack Foods
M,M,WA,Specialty
F,M,WA,Vegetables
F,S,WA,Electrical
M,M,OR,Electrical
M,M,WA,Jams and Jellies
M,M,CA,Meat
M,S,CA,Snack Foods
F,S,OR,Hot Beverages
M,S,CA,Vegetables
F,M,WA,Baking Goods
M,M,WA,Dairy
M,M,Veracruz,Breakfast Foods
M,S,CA,Candy
F,M,WA,Fruit
M,M,WA,Starchy Foods
F,M,WA,Vegetables
M,S,WA,Baking Goods
M,S,OR,Breakfast Foods
F,M,WA,Hot Beverages
M,M,WA,Snack Foods
M,S,OR,Candy
F,S,WA,Fruit
M,M,OR,Vegetables
M,S,CA,Kitchen Products
M,M,WA,Drinks
F,M,WA,Pizza
M,S,WA,Breakfast Foods
M,M,WA,Vegetables
M,S,WA,Vegetables
F,S,WA,Kitchen Products
F,M,WA,Bread
F,M,Yucatan,Cleaning Supplies
M,S,WA,Side Dishes
M,S,WA,Meat
F,S,WA,Snack Foods
F,S,WA,Dairy
F,M,CA,Snack Foods
M,S,WA,Jams and Jellies
F,M,WA,Jams and Jellies
F,S,OR,Specialty
M,M,OR,Breakfast Foods
M,M,WA,Packaged Vegetables
M,M,WA,Baking Goods
M,S,OR,Specialty
M,M,Yucatan,Pizza
F,S,WA,Fruit
F,M,WA,Canned Soup
F,M,WA,Vegetables
M,S,WA,Snack Foods
F,S,WA,Dairy
F,M,OR,Dairy
M,S,WA,Breakfast Foods
M,S,WA,Paper Products
F,S,CA,Snack Foods
M,M,WA,Breakfast Foods
M,S,WA,Packaged Vegetables
M,S,CA,Meat
M,M,CA,Snack Foods
F,S,BC,Bread
M,S,Zacatecas,Vegetables
F,M,Zacatecas,Breakfast Foods
F,S,OR,Electrical
M,M,OR,Frozen Desserts
M,M,WA,Breakfast Foods
F,S,WA,Kitchen Products
F,M,CA,Seafood
M,S,OR,Vegetables
M,S,OR,Beer and Wine
F,S,OR,Fruit
F,M,OR,Vegetables
M,S,CA,Baking Goods
M,M,CA,Vegetables
M,S,WA,Breakfast Foods
M,S,WA,Breakfast Foods
M,M,WA,Meat
M,M,WA,Snack Foods
F,M,WA,Jams and Jellies
F,S,WA,Canned Soup
M,S,WA,Snack Foods
M,S,CA,Jams and Jellies
M,S,OR,Electrical
F,S,CA,Bathroom Products
F,M,WA,Jams and Jellies
F,S,WA,Fruit
M,S,WA,Snack Foods
M,M,WA,Vegetables
F,S,CA,Pizza
M,S,CA,Snack Foods
M,M,CA,Vegetables
F,S,WA,Paper Products
F,S,WA,Snack Foods
M,S,WA,Frozen Entrees
F,S,WA,Vegetables
F,M,CA,Frozen Desserts
M,S,Veracruz,Specialty
M,M,WA,Snack Foods
M,S,WA,Vegetables
M,S,WA,Kitchen Products
M,S,CA,Snack Foods
M,S,WA,Vegetables
F,M,CA,Bathroom Products
F,M,CA,Breakfast Foods
F,S,OR,Canned Soup
F,S,CA,Dairy
F,S,CA,Bread
M,M,WA,Snack Foods
F,M,OR,Vegetables
M,S,CA,Dairy
M,S,OR,Canned Tuna
F,S,CA,Dairy
M,M,WA,Starchy Foods
M,S,WA,Dairy
F,M,WA,Snack Foods
M,M,OR,Electrical
F,M,WA,Cold Remedies
M,M,OR,Dairy
M,S,Veracruz,Paper Products
M,M,WA,Side Dishes
M,S,CA,Canned Clams
F,M,CA,Electrical
F,M,WA,Dairy
M,M,WA,Jams and Jellies
M,M,WA,Fruit
F,M,WA,Cleaning Supplies
F,M,WA,Vegetables
M,S,OR,Hygiene
F,M,CA,Fruit
M,M,OR,Vegetables
M,S,WA,Bread
F,S,CA,Dairy
F,M,WA,Canned Soup
M,M,CA,Canned Soup
M,M,WA,Electrical
F,M,Zacatecas,Fruit
F,S,WA,Fruit
M,S,OR,Fruit
F,S,CA,Magazines
F,S,WA,Eggs
M,M,WA,Paper Products
F,S,OR,Meat
F,M,WA,Frozen Entrees
F,S,WA,Specialty
M,M,Zacatecas,Specialty
F,S,BC,Jams and Jellies
F,M,Zacatecas,Meat
M,S,WA,Canned Soup
F,S,BC,Vegetables
M,M,Yucatan,Vegetables
F,M,Veracruz,Snack Foods
M,M,WA,Frozen Entrees
M,S,CA,Snack Foods
F,S,CA,Canned Anchovies
F,S,OR,Candy
F,S,CA,Electrical
F,M,CA,Baking Goods
M,S,CA,Vegetables
M,S,CA,Frozen Desserts
F,M,CA,Paper Products
M,S,CA,Canned Soup
M,M,OR,Plastic Products
M,S,OR,Beer and Wine
M,M,OR,Bread
M,S,CA,Snack Foods
F,S,Zacatecas,Carbonated Beverages
M,M,WA,Meat
F,M,BC,Vegetables
M,S,BC,Frozen Desserts
M,S,Veracruz,Vegetables
M,M,WA,Dairy
F,S,CA,Jams and Jellies
F,S,CA,Vegetables
M,S,CA,Vegetables
F,M,OR,Fruit
F,M,WA,Starchy Foods
M,S,WA,Snack Foods
M,M,WA,Dairy
F,M,WA,Baking Goods
F,S,WA,Snack Foods
M,S,CA,Pizza
M,M,CA,Cleaning Supplies
F,M,Zacatecas,Magazines
M,S,CA,Snack Foods
M,M,WA,Fruit
M,M,BC,Snack Foods
M,M,WA,Dairy
F,M,BC,Hot Beverages
F,M,Yucatan,Pizza
M,M,WA,Dairy
F,S,Yucatan,Breakfast Foods
F,S,Yucatan,Carbonated Beverages
M,M,OR,Starchy Foods
M,M,OR,Beer and Wine
M,M,OR,Baking Goods
M,S,OR,Vegetables
M,M,WA,Snack Foods
F,S,CA,Magazines
F,M,OR,Starchy Foods
M,M,OR,Eggs
F,S,WA,Fruit
F,S,WA,Eggs
M,M,WA,Cleaning Supplies
M,M,WA,Paper Products
F,M,Veracruz,Beer and Wine
M,S,BC,Snack Foods
M,S,Veracruz,Fruit
F,M,OR,Snack Foods
M,M,DF,Jams and Jellies
F,S,Guerrero,Plastic Products
F,S,Guerrero,Snack Foods
F,S,CA,Snack Foods
F,S,WA,Magazines
F,S,WA,Vegetables
F,M,WA,Cleaning Supplies
M,S,CA,Snack Foods
M,S,CA,Baking Goods
M,S,OR,Kitchen Products
F,S,CA,Meat
M,M,CA,Meat
M,S,WA,Side Dishes
M,M,WA,Vegetables
M,M,WA,Eggs
F,S,WA,Paper Products
M,M,WA,Snack Foods
F,S,CA,Baking Goods
M,S,Veracruz,Drinks
M,M,WA,Baking Goods
F,M,WA,Magazines
F,M,CA,Hardware
F,S,Veracruz,Jams and Jellies
M,M,OR,Snack Foods
M,M,WA,Vegetables
F,S,WA,Meat
F,M,WA,Snack Foods
M,S,CA,Bread
M,M,OR,Meat
F,M,OR,Eggs
M,M,WA,Meat
M,S,WA,Dairy
F,M,OR,Vegetables
F,S,OR,Meat
M,M,WA,Vegetables
F,M,BC,Carbonated Beverages
F,S,OR,Frozen Desserts
F,S,WA,Paper Products
F,M,OR,Frozen Desserts
M,M,WA,Frozen Desserts
M,M,CA,Side Dishes
F,M,WA,Snack Foods
M,S,OR,Fruit
F,S,OR,Starchy Foods
M,S,WA,Bathroom Products
M,M,CA,Candy
M,S,OR,Frozen Entrees
M,S,CA,Pizza
M,M,CA,Electrical
F,M,WA,Decongestants
M,S,Yucatan,Snack Foods
M,M,CA,Pure Juice Beverages
M,S,Zacatecas,Bread
M,S,Zacatecas,Baking Goods
F,M,OR,Vegetables
M,M,OR,Vegetables
M,S,WA,Vegetables
F,S,WA,Frozen Entrees
M,M,Yucatan,Starchy Foods
F,S,OR,Vegetables
M,M,DF,Bread
M,M,Guerrero,Baking Goods
F,M,DF,Magazines
F,S,CA,Frozen Desserts
M,S,WA,Kitchen Products
F,M,CA,Jams and Jellies
F,S,WA,Kitchen Products
F,S,CA,Paper Products
M,S,OR,Vegetables
F,M,WA,Cold Remedies
M,S,WA,Frozen Desserts
M,S,CA,Fruit
M,M,OR,Eggs
M,M,WA,Snack Foods
M,S,OR,Dairy
F,S,WA,Side Dishes
M,M,WA,Snack Foods
F,S,Zacatecas,Dairy
M,M,CA,Candy
M,M,OR,Plastic Products
M,M,WA,Meat
M,M,CA,Bread
M,M,WA,Bathroom Products
F,S,WA,Bathroom Products
F,M,Zacatecas,Carbonated Beverages
M,S,WA,Frozen Desserts
M,M,WA,Electrical
M,S,DF,Vegetables
M,M,Zacatecas,Vegetables
M,M,WA,Pure Juice Beverages
F,M,CA,Starchy Foods
M,M,WA,Jams and Jellies
F,S,WA,Snack Foods
M,S,WA,Vegetables
F,M,CA,Snack Foods
M,M,OR,Hardware
M,S,OR,Paper Products
M,M,WA,Starchy Foods
F,S,WA,Fruit
M,S,WA,Cleaning Supplies
M,S,WA,Dairy
M,S,CA,Snack Foods
M,S,OR,Meat
F,M,Zacatecas,Jams and Jellies
M,S,CA,Vegetables
F,M,WA,Bathroom Products
M,S,WA,Snack Foods
F,S,Yucatan,Starchy Foods
F,M,Yucatan,Carbonated Beverages
F,S,WA,Snack Foods
M,M,Zacatecas,Specialty
F,M,Zacatecas,Snack Foods
M,M,WA,Hygiene
M,S,WA,Frozen Desserts
F,S,OR,Meat
M,S,CA,Meat
M,M,WA,Frozen Desserts
F,S,WA,Beer and Wine
M,S,OR,Bathroom Products
M,M,WA,Vegetables
M,M,CA,Dairy
F,M,CA,Meat
F,M,Veracruz,Electrical
M,S,Zacatecas,Snack Foods
M,M,OR,Dairy
F,S,Veracruz,Paper Products
M,S,WA,Vegetables
M,S,WA,Frozen Desserts
F,S,OR,Snack Foods
M,S,BC,Vegetables
F,S,Zacatecas,Magazines
M,M,OR,Dairy
F,S,WA,Starchy Foods
F,M,CA,Frozen Desserts
F,M,CA,Vegetables
M,S,Zacatecas,Dairy
M,M,CA,Dairy
M,M,Zacatecas,Jams and Jellies
M,M,CA,Vegetables
M,S,WA,Pure Juice Beverages
F,S,WA,Specialty
M,S,WA,Electrical
F,M,CA,Breakfast Foods
F,M,CA,Canned Soup
M,M,OR,Carbonated Beverages
F,S,WA,Seafood
M,M,CA,Baking Goods
M,M,WA,Paper Products
M,M,WA,Candy
F,S,OR,Starchy Foods
M,M,CA,Jams and Jellies
F,S,CA,Snack Foods
F,M,BC,Beer and Wine
F,S,BC,Paper Products
M,M,WA,Snack Foods
M,M,WA,Specialty
F,S,WA,Canned Sardines
F,S,Veracruz,Beer and Wine
M,M,OR,Meat
M,M,DF,Baking Goods
F,M,Zacatecas,Bread
F,S,CA,Baking Goods
F,M,WA,Dairy
M,M,CA,Bread
M,M,WA,Paper Products
M,S,WA,Fruit
M,S,OR,Fruit
M,M,WA,Pure Juice Beverages
M,M,WA,Decongestants
M,S,WA,Snack Foods
F,M,CA,Breakfast Foods
F,M,WA,Paper Products
F,S,WA,Canned Soup
M,S,WA,Paper Products
F,M,CA,Candy
F,S,WA,Pizza
F,S,WA,Snack Foods
M,M,WA,Electrical
M,S,CA,Pizza
M,M,CA,Bathroom Products
M,S,OR,Breakfast Foods
M,S,WA,Jams and Jellies
M,S,WA,Seafood
M,S,WA,Electrical
M,S,CA,Snack Foods
M,S,OR,Fruit
F,M,CA,Cleaning Supplies
M,S,WA,Snack Foods
M,S,WA,Meat
F,S,WA,Bread
F,M,WA,Dairy
M,S,CA,Jams and Jellies
M,M,Veracruz,Meat
F,S,WA,Vegetables
F,S,Veracruz,Cold Remedies
M,S,WA,Pure Juice Beverages
F,S,Yucatan,Seafood
M,M,DF,Frozen Entrees
F,M,CA,Snack Foods
F,S,Zacatecas,Pure Juice Beverages
F,M,Zacatecas,Pizza
M,S,Zacatecas,Bread
M,M,Yucatan,Vegetables
F,M,Zacatecas,Snack Foods
M,M,OR,Jams and Jellies
M,M,WA,Candy
F,S,WA,Snack Foods
F,M,CA,Dairy
F,S,WA,Paper Products
M,S,OR,Vegetables
M,M,WA,Canned Soup
F,M,WA,Frozen Entrees
M,M,WA,Fruit
M,S,OR,Specialty
M,M,WA,Vegetables
M,M,WA,Pizza
F,S,WA,Canned Soup
F,S,WA,Fruit
M,S,WA,Vegetables
F,M,CA,Hot Beverages
F,S,Zacatecas,Carbonated Beverages
F,M,Zacatecas,Frozen Entrees
F,S,Zacatecas,Canned Clams
M,M,Zacatecas,Snack Foods
F,S,Zacatecas,Meat
M,M,DF,Dairy
F,S,BC,Vegetables
M,S,WA,Bread
M,S,BC,Snack Foods
F,M,Veracruz,Snack Foods
M,S,CA,Eggs
M,S,WA,Starchy Foods
F,M,WA,Jams and Jellies
F,M,Yucatan,Fruit
F,M,Zacatecas,Vegetables
M,M,CA,Electrical
F,S,WA,Vegetables
F,M,CA,Dairy
M,S,CA,Snack Foods
M,S,WA,Dairy
M,S,WA,Snack Foods
F,M,CA,Beer and Wine
M,M,OR,Vegetables
F,S,WA,Vegetables
M,M,BC,Vegetables
M,S,WA,Vegetables
M,S,WA,Plastic Products
M,M,OR,Bread
M,M,OR,Vegetables
F,S,Guerrero,Jams and Jellies
M,M,WA,Snack Foods
M,M,CA,Breakfast Foods
F,M,Yucatan,Fruit
F,M,CA,Pizza
M,S,WA,Dairy
M,M,WA,Beer and Wine
F,S,WA,Meat
M,M,CA,Vegetables
F,S,CA,Beer and Wine
M,M,OR,Snack Foods
F,S,CA,Hot Beverages
F,S,WA,Candles
M,M,CA,Paper Products
F,M,WA,Vegetables
F,M,Veracruz,Hygiene
M,S,Jalisco,Paper Products
F,M,WA,Beer and Wine
M,S,WA,Paper Products
M,S,WA,Bread
M,S,BC,Pizza
F,S,Zacatecas,Snack Foods
M,S,Zacatecas,Magazines
F,M,Zacatecas,Magazines
F,S,OR,Electrical
M,M,OR,Electrical
F,S,Guerrero,Snack Foods
M,M,Guerrero,Vegetables
F,S,DF,Snack Foods
F,M,Zacatecas,Hot Beverages
M,M,OR,Electrical
F,S,WA,Snack Foods
M,M,WA,Bread
F,M,Zacatecas,Meat
F,M,DF,Snack Foods
M,M,CA,Snack Foods
F,M,CA,Breakfast Foods
F,M,WA,Canned Shrimp
F,S,WA,Bathroom Products
F,M,WA,Dairy
M,M,OR,Electrical
F,S,WA,Vegetables
M,S,Veracruz,Kitchen Products
M,S,OR,Vegetables
M,M,WA,Snack Foods
M,M,Zacatecas,Jams and Jellies
F,M,Zacatecas,Candy
M,S,WA,Jams and Jellies
F,M,Yucatan,Pain Relievers
F,S,DF,Frozen Entrees
M,S,CA,Vegetables
M,S,WA,Dairy
F,M,Yucatan,Magazines
M,M,WA,Paper Products
M,M,WA,Breakfast Foods
M,M,CA,Kitchen Products
F,S,OR,Breakfast Foods
F,S,OR,Snack Foods
M,M,WA,Frozen Entrees
M,M,WA,Dairy
M,S,WA,Starchy Foods
F,M,WA,Cleaning Supplies
F,S,WA,Meat
M,S,OR,Pure Juice Beverages
F,M,CA,Breakfast Foods
M,M,CA,Vegetables
F,S,WA,Bathroom Products
M,M,WA,Pain Relievers
M,M,DF,Hot Beverages
M,S,WA,Fruit
M,M,WA,Vegetables
F,M,Zacatecas,Snack Foods
M,S,WA,Meat
F,S,Zacatecas,Magazines
F,S,OR,Snack Foods
F,M,WA,Bread
F,M,CA,Snack Foods
M,M,OR,Bread
F,M,CA,Candy
M,M,WA,Dairy
F,M,CA,Vegetables
M,M,BC,Jams and Jellies
F,S,Zacatecas,Canned Anchovies
M,M,BC,Meat
F,M,WA,Paper Products
M,S,WA,Hot Beverages
M,M,WA,Dairy
M,M,OR,Breakfast Foods
F,M,WA,Bread
F,S,WA,Snack Foods
F,S,WA,Fruit
M,S,DF,Snack Foods
M,S,Guerrero,Snack Foods
M,S,Guerrero,Bathroom Products
F,M,CA,Paper Products
F,S,DF,Snack Foods
F,S,Zacatecas,Fruit
F,M,OR,Meat
M,M,CA,Electrical
F,S,Yucatan,Jams and Jellies
M,M,CA,Vegetables
F,S,CA,Bathroom Products
F,M,Zacatecas,Dairy
F,M,Veracruz,Jams and Jellies
M,S,WA,Jams and Jellies
F,M,DF,Plastic Products
M,M,DF,Cold Remedies
M,M,OR,Bathroom Products
M,S,CA,Canned Soup
F,M,CA,Beer and Wine
M,S,OR,Dairy
M,M,WA,Specialty
M,S,OR,Canned Shrimp
M,M,WA,Drinks
F,S,CA,Fruit
F,S,WA,Fruit
M,M,BC,Pizza
M,M,CA,Dairy
F,M,Yucatan,Candy
M,S,Yucatan,Dairy
F,S,DF,Frozen Desserts
M,M,WA,Beer and Wine
F,M,WA,Vegetables
F,M,Zacatecas,Snack Foods
F,M,Guerrero,Seafood
M,M,Jalisco,Pure Juice Beverages
M,M,CA,Vegetables
F,M,OR,Electrical
M,M,CA,Snack Foods
F,M,WA,Bread
F,M,OR,Snack Foods
F,M,Veracruz,Candy
F,M,Zacatecas,Carbonated Beverages
M,S,Zacatecas,Starchy Foods
F,M,WA,Fruit
F,M,WA,Vegetables
F,S,WA,Pure Juice Beverages
F,M,WA,Jams and Jellies
F,M,Zacatecas,Meat
F,S,Veracruz,Fruit
F,S,WA,Candy
M,M,WA,Specialty
M,M,OR,Canned Soup
M,S,Guerrero,Beer and Wine
M,S,Zacatecas,Fruit
F,S,CA,Fruit
F,M,WA,Jams and Jellies
F,S,WA,Meat
F,M,WA,Meat
M,M,WA,Jams and Jellies
M,S,CA,Packaged Vegetables
M,M,WA,Bread
F,S,CA,Cleaning Supplies
M,M,WA,Electrical
F,M,Zacatecas,Jams and Jellies
F,S,Zacatecas,Starchy Foods
F,S,OR,Meat
F,M,CA,Fruit
F,S,CA,Bread
M,S,WA,Vegetables
F,M,Yucatan,Snack Foods
M,S,CA,Fruit
M,M,WA,Snack Foods
F,S,WA,Fruit
M,M,OR,Canned Soup
F,M,Yucatan,Drinks
F,M,Zacatecas,Snack Foods
M,S,CA,Fruit
M,S,Zacatecas,Kitchen Products
M,M,CA,Vegetables
M,S,Zacatecas,Breakfast Foods
M,M,DF,Breakfast Foods
F,S,OR,Vegetables
M,S,WA,Dairy
M,M,CA,Snack Foods
F,M,OR,Snack Foods
F,M,OR,Beer and Wine
M,M,WA,Snack Foods
M,S,WA,Dairy
M,M,WA,Electrical
M,S,WA,Frozen Desserts
M,S,CA,Snack Foods
M,S,OR,Snack Foods
F,S,CA,Fruit
M,S,WA,Vegetables
F,S,WA,Specialty
M,M,WA,Starchy Foods
F,M,Zacatecas,Bathroom Products
M,M,Veracruz,Electrical
M,M,Veracruz,Hot Beverages
F,S,DF,Specialty
F,M,Yucatan,Starchy Foods
M,S,Yucatan,Snack Foods
F,S,WA,Fruit
M,S,CA,Kitchen Products
F,S,Zacatecas,Specialty
M,M,WA,Meat
F,S,WA,Carbonated Beverages
F,M,WA,Pizza
M,M,DF,Electrical
F,M,Zacatecas,Dairy
M,M,DF,Snack Foods
F,M,Zacatecas,Starchy Foods
F,S,CA,Decongestants
M,M,CA,Breakfast Foods
F,S,OR,Miscellaneous
F,S,CA,Breakfast Foods
M,M,Veracruz,Meat
M,M,Zacatecas,Snack Foods
F,S,WA,Vegetables
M,M,WA,Plastic Products
M,M,Zacatecas,Pure Juice Beverages
F,M,WA,Snack Foods
F,M,Veracruz,Canned Shrimp
M,M,WA,Canned Soup
F,M,WA,Fruit
F,M,Guerrero,Specialty
F,S,Yucatan,Bathroom Products
M,M,Guerrero,Candy
F,S,Yucatan,Carbonated Beverages
F,M,DF,Baking Goods
F,S,Zacatecas,Pure Juice Beverages
F,S,Zacatecas,Snack Foods
F,M,BC,Jams and Jellies
F,S,WA,Meat
M,S,CA,Snack Foods
F,M,CA,Dairy
M,M,WA,Hot Beverages
F,S,WA,Snack Foods
F,M,WA,Electrical
F,M,WA,Meat
M,M,WA,Pizza
F,M,WA,Snack Foods
F,S,WA,Fruit
F,S,CA,Vegetables
F,M,Zacatecas,Vegetables
F,S,WA,Snack Foods
M,M,Guerrero,Specialty
F,S,Guerrero,Meat
F,M,WA,Frozen Desserts
F,M,Zacatecas,Dairy
F,M,CA,Frozen Entrees
F,S,Yucatan,Snack Foods
F,M,DF,Bathroom Products
M,M,BC,Pain Relievers
M,S,DF,Meat
M,M,CA,Breakfast Foods
M,M,CA,Baking Goods
M,S,WA,Pizza
M,M,WA,Meat
M,M,Veracruz,Pain Relievers
F,S,Veracruz,Baking Goods
F,S,Zacatecas,Electrical
F,M,WA,Drinks
F,M,Zacatecas,Decongestants
M,M,WA,Vegetables
M,M,Veracruz,Snack Foods
F,S,WA,Canned Anchovies
M,M,Yucatan,Frozen Desserts
F,S,Yucatan,Snack Foods
M,S,CA,Dairy
F,S,WA,Snack Foods
M,S,CA,Dairy
F,M,Zacatecas,Pure Juice Beverages
M,S,WA,Hygiene
M,M,WA,Meat
F,M,Veracruz,Canned Soup
F,M,DF,Kitchen Products
M,S,OR,Carbonated Beverages
F,M,DF,Fruit
M,S,OR,Dairy
M,M,CA,Snack Foods
M,S,Jalisco,Canned Soup
M,S,WA,Kitchen Products
M,S,CA,Hardware
F,M,Zacatecas,Pizza
M,M,OR,Snack Foods
M,M,BC,Canned Tuna
M,M,BC,Snack Foods
M,S,WA,Snack Foods
F,S,OR,Breakfast Foods
F,M,CA,Canned Shrimp
F,M,BC,Bread
M,S,DF,Paper Products
M,S,DF,Meat
M,M,CA,Meat
M,S,WA,Frozen Desserts
F,M,Guerrero,Jams and Jellies
F,S,WA,Snack Foods
M,M,Zacatecas,Canned Soup
F,S,WA,Cleaning Supplies
M,S,WA,Drinks
M,M,CA,Fruit
M,M,WA,Snack Foods
M,S,WA,Kitchen Products
F,S,WA,Snack Foods
F,S,OR,Pain Relievers
F,S,WA,Beer and Wine
M,S,OR,Meat
F,S,WA,Plastic Products
F,M,WA,Dairy
M,M,WA,Snack Foods
F,S,Zacatecas,Meat
M,M,CA,Snack Foods
F,S,WA,Drinks
M,M,OR,Bread
M,S,Zacatecas,Vegetables
M,S,OR,Canned Shrimp
M,S,CA,Meat
F,S,BC,Baking Goods
F,M,Yucatan,Vegetables
F,S,Zacatecas,Bread
M,M,WA,Pain Relievers
F,M,Yucatan,Canned Soup
M,S,CA,Snack Foods
M,S,WA,Starchy Foods
F,M,Guerrero,Canned Soup
M,M,BC,Bathroom Products
F,S,CA,Jams and Jellies
M,S,OR,Bread
M,S,DF,Meat
M,S,WA,Snack Foods
M,S,OR,Plastic Products
F,S,WA,Jams and Jellies
M,S,OR,Breakfast Foods
M,S,Yucatan,Electrical
M,M,CA,Candy
M,S,DF,Dairy
F,M,Yucatan,Dairy
M,M,WA,Fruit
M,M,Yucatan,Vegetables
M,S,OR,Meat
M,M,WA,Starchy Foods
F,M,WA,Fruit
M,S,Zacatecas,Seafood
M,S,WA,Magazines
M,S,WA,Dairy
F,S,WA,Canned Oysters
M,M,Veracruz,Frozen Desserts
F,M,BC,Eggs
F,S,DF,Canned Tuna
M,M,CA,Meat
M,S,WA,Vegetables
M,M,Guerrero,Pure Juice Beverages
F,M,WA,Cold Remedies
F,S,WA,Vegetables
M,S,CA,Jams and Jellies
M,M,Yucatan,Fruit
M,S,OR,Snack Foods
F,S,Veracruz,Meat
M,M,DF,Jams and Jellies
M,M,CA,Paper Products
F,M,Zacatecas,Frozen Entrees
M,M,CA,Magazines
M,S,Yucatan,Fruit
M,S,CA,Pizza
F,M,Zacatecas,Vegetables
F,M,Guerrero,Bread
M,M,WA,Snack Foods
M,S,OR,Snack Foods
F,S,WA,Pain Relievers
M,M,WA,Packaged Vegetables
M,M,WA,Snack Foods
F,M,OR,Pain Relievers
M,S,WA,Jams and Jellies
F,S,OR,Vegetables
M,M,Yucatan,Baking Goods
M,S,DF,Drinks
M,S,Zacatecas,Snack Foods
F,M,Zacatecas,Vegetables
F,M,WA,Snack Foods
F,M,WA,Baking Goods
M,S,Guerrero,Candy
F,S,OR,Canned Soup
F,S,OR,Vegetables
F,S,WA,Candy
M,M,WA,Specialty
M,S,OR,Fruit
M,M,OR,Vegetables
F,M,CA,Hygiene
F,S,BC,Candy
F,S,WA,Bathroom Products
M,S,OR,Vegetables
F,M,Veracruz,Canned Soup
M,S,Yucatan,Snack Foods
M,S,DF,Specialty
F,M,DF,Specialty
M,M,WA,Starchy Foods
M,S,Zacatecas,Breakfast Foods
M,M,Guerrero,Fruit
M,M,WA,Side Dishes
F,M,DF,Fruit
M,M,WA,Vegetables
F,M,DF,Candy
F,S,Zacatecas,Vegetables
F,M,WA,Vegetables
M,M,Zacatecas,Canned Oysters
M,M,CA,Electrical
F,M,CA,Snack Foods
F,S,OR,Specialty
M,S,OR,Jams and Jellies
F,M,WA,Fruit
F,M,WA,Decongestants
F,S,BC,Dairy
M,S,OR,Frozen Desserts
M,S,WA,Kitchen Products
M,M,WA,Hygiene
F,M,Veracruz,Meat
M,S,DF,Candy
F,M,WA,Bathroom Products
M,M,CA,Baking Goods
F,M,CA,Bathroom Products
F,S,Zacatecas,Hygiene
M,S,Veracruz,Cleaning Supplies
M,S,BC,Electrical
M,S,OR,Beer and Wine
M,M,DF,Vegetables
F,S,WA,Fruit
F,M,WA,Frozen Desserts
F,S,WA,Drinks
F,S,Yucatan,Paper Products
M,S,Zacatecas,Vegetables
F,M,CA,Carbonated Beverages
M,M,WA,Dairy
M,S,OR,Decongestants
F,S,WA,Hot Beverages
F,S,WA,Jams and Jellies
F,M,CA,Dairy
M,S,Veracruz,Cleaning Supplies
F,S,Veracruz,Bathroom Products
M,S,WA,Baking Goods
M,S,Zacatecas,Dairy
M,M,CA,Snack Foods
M,S,WA,Dairy
F,M,BC,Canned Tuna
F,S,Veracruz,Snack Foods
M,M,WA,Frozen Desserts
F,M,WA,Electrical
M,M,Yucatan,Fruit
F,M,CA,Fruit
F,M,Zacatecas,Meat
M,S,DF,Magazines
M,S,DF,Canned Soup
F,M,WA,Hot Beverages
M,S,Jalisco,Pain Relievers
F,S,DF,Jams and Jellies
M,S,CA,Snack Foods
F,S,CA,Fruit
F,S,Zacatecas,Specialty
F,M,WA,Fruit
F,M,DF,Candy
M,M,WA,Jams and Jellies
M,M,CA,Paper Products
M,M,WA,Snack Foods
M,S,WA,Electrical
F,M,WA,Fruit
M,M,WA,Fruit
M,S,Zacatecas,Packaged Vegetables
M,M,Guerrero,Vegetables
M,M,Yucatan,Snack Foods
M,M,Veracruz,Vegetables
F,S,Yucatan,Vegetables
F,S,WA,Eggs
F,S,OR,Starchy Foods
M,S,CA,Cleaning Supplies
F,S,WA,Bathroom Products
F,M,OR,Bathroom Products
M,S,WA,Magazines
M,S,DF,Bread
M,M,WA,Bathroom Products
F,S,WA,Eggs
F,S,Yucatan,Hot Beverages
F,M,Yucatan,Electrical
F,S,Guerrero,Candy
M,S,WA,Vegetables
M,S,Zacatecas,Magazines
F,M,WA,Pain Relievers
F,S,Yucatan,Seafood
F,S,WA,Canned Sardines
F,M,CA,Baking Goods
F,M,Yucatan,Bathroom Products
F,M,OR,Jams and Jellies
F,S,WA,Frozen Entrees
M,S,WA,Pizza
M,S,Zacatecas,Candy
F,S,CA,Starchy Foods
F,M,WA,Dairy
M,S,CA,Vegetables
F,M,Zacatecas,Meat
M,M,DF,Vegetables
M,S,Zacatecas,Snack Foods
M,S,OR,Canned Clams
F,M,Zacatecas,Fruit
M,S,Jalisco,Paper Products
F,S,Zacatecas,Vegetables
M,S,DF,Hygiene
F,M,Yucatan,Beer and Wine
M,M,WA,Jams and Jellies
M,M,Veracruz,Dairy
M,M,WA,Paper Products
M,S,Guerrero,Beer and Wine
M,M,OR,Hardware
M,M,WA,Canned Shrimp
F,M,CA,Vegetables
M,S,Veracruz,Hygiene
F,M,OR,Meat
M,S,OR,Canned Soup
F,S,Zacatecas,Canned Tuna
M,S,Zacatecas,Eggs
M,M,WA,Starchy Foods
F,M,Guerrero,Bathroom Products
M,S,CA,Decongestants
F,M,WA,Vegetables
F,S,WA,Electrical
M,S,Zacatecas,Starchy Foods
M,M,Veracruz,Hot Beverages
M,M,WA,Vegetables
F,M,Yucatan,Fruit
M,S,WA,Breakfast Foods
F,S,WA,Kitchen Products
M,S,WA,Pizza
M,S,OR,Baking Goods
